0.523256 3.24324
0.581395 3.24324
0.639535 3.24324
0.697674 3.24324
0.755814 0.513514
0.813953 0.72973
0.872093 0.837838
0.930233 1.13514
0.988372 3.05405
1.04651 3.35135
1.10465 1.35135
1.16279 1.40541
1.22093 1.48649
1.27907 1.48649
1.33721 1.51351
1.39535 1.51351
1.45349 1.54054
1.51163 1.54054
1.56977 1.56757
1.62791 1.56757
1.68605 1.56757
1.74419 1.56757
1.80233 1.45946
1.86047 1.37838
1.9186 1.2973
1.97674 1.24324
2.03488 1.16216
2.09302 1.16216
2.15116 1.24324
2.2093 1.35135
2.26744 1.37838
2.32558 1.48649
2.38372 1.51351
2.44186 1.51351
2.5 1.05405
2.55814 1.05405
2.61628 1.08108
2.67442 0.702703
2.73256 0.891892
2.7907 1.21622
2.84884 1.94595
2.90698 2.48649
2.96512 0.891892
3.02326 0.918919
3.0814 1.81081
3.13953 2.27027
3.19767 1.05405
3.25581 1.62162
3.31395 1.62162
3.37209 1.62162
3.43023 1.54054
3.48837 1.54054
3.54651 1.54054
3.60465 1.56757
3.66279 2.24324
3.72093 2.24324
3.77907 2.24324
3.83721 1.54054
3.89535 1.56757
3.95349 1.56757
4.01163 1.56757
4.06977 3
4.12791 3
4.18605 3
4.24419 2.97297
4.30233 3
4.36047 3
4.4186 3.08108
4.88372 0.324324
4.94186 0.675676
5 0.810811
5.05814 0.864865
5.11628 1.05405
5.17442 2.97297
5.23256 3.7027
5.40698 1.37838
5.46512 1.40541
5.52326 1.43243
5.5814 1.43243
5.63953 1.43243
5.69767 1.48649
5.75581 1.48649
5.81395 1.48649
5.87209 1.43243
5.93023 1.43243
5.98837 1.35135
6.04651 1.24324
6.10465 1.16216
6.16279 1.10811
6.22093 1.10811
6.27907 1.10811
6.33721 1.16216
6.39535 1.27027
6.45349 1.32432
6.51163 1.37838
6.56977 1.43243
6.62791 1.43243
6.68605 1.45946
6.74419 1.45946
6.80233 1.45946
6.86047 1.51351
6.9186 1.51351
6.97674 1.51351
7.03488 1.51351
7.09302 1.51351
7.15116 1.51351
7.2093 1.51351
7.26744 1.51351
7.32558 1.51351
7.38372 1.51351
7.44186 1.51351
7.5 1.56757
7.55814 3.56757
7.61628 3.62162
7.67442 1.51351
7.73256 1.51351
8.66279 0.648649
8.72093 0.756757
8.77907 0.972973
8.83721 1.2973
8.89535 1.48649
8.95349 1.54054
9.01163 1.56757
9.06977 1.59459
9.12791 1.62162
9.18605 1.62162
9.24419 1.67568
9.30233 1.67568
9.36047 1.72973
9.4186 1.72973
9.47674 1.72973
9.53488 1.72973
9.59302 1.7027
9.65116 1.59459
9.7093 1.51351
9.76744 1.45946
9.82558 1.43243
9.88372 1.37838
9.94186 1.43243
10 1.51351
10.0581 1.56757
10.1163 1.64865
10.1744 1.75676
10.2326 1.75676
10.2907 1.78378
10.3488 1.78378
10.407 1.81081
10.4651 1.81081
10.5233 1.83784
10.5814 1.83784
10.6395 1.83784
10.6977 1.83784
10.7558 1.83784
10.814 1.83784
10.8721 1.83784
10.9302 1.83784
10.9884 1.83784
11.0465 1.83784
11.1047 1.83784
11.1628 1.83784
11.2209 1.83784
11.2791 1.83784
11.3372 1.83784
11.3953 1.83784
11.4535 1.83784
11.5116 2.78378
11.5698 2.78378
11.6279 2.78378
11.686 1.86486
11.7442 1.83784
11.8023 1.86486
11.8605 1.86486
11.9186 1.86486
12.7326 2.81081
12.7907 0.675676
12.8488 0.756757
12.907 0.756757
12.9651 0.891892
13.0233 1.16216
13.0814 1.27027
13.2558 1.75676
13.314 1.78378
13.3721 1.78378
13.4302 1.81081
13.4884 1.83784
13.5465 1.86486
13.6047 1.86486
13.6628 1.89189
13.7209 1.89189
13.7791 1.83784
13.8372 1.81081
13.8953 1.67568
13.9535 1.56757
14.0116 1.56757
14.0698 1.54054
14.1279 1.54054
14.186 1.56757
14.2442 1.67568
14.3023 1.72973
14.3605 1.81081
14.4186 1.86486
14.4767 1.89189
14.5349 1.89189
14.593 1.89189
14.6512 1.89189
14.7093 1.91892
14.7674 1.91892
14.8256 1.94595
14.8837 1.97297
14.9419 1.97297
15 1.97297
15.0581 1.97297
15.1163 1.91892
15.1744 1.91892
15.2326 1.91892
15.2907 1.91892
15.3488 1.91892
15.407 1.91892
15.4651 1.91892
15.5233 3.45946
15.5814 3.45946
15.6395 3.45946
15.6977 1.94595
15.7558 1.94595
15.814 1.94595
15.8721 1.94595
15.9302 1.94595
15.9884 1.94595
16.0465 1.94595
16.1047 1.94595
16.1628 1.97297
16.9186 2.91892
16.9767 3.02703
17.0349 0.72973
17.093 0.783784
17.1512 0.756757
17.2093 0.72973
17.2674 1.08108
17.3256 1.54054
17.3837 1.67568
17.5 1.78378
17.5581 1.78378
17.6163 1.78378
17.6744 1.78378
17.7326 1.81081
17.7907 1.81081
17.8488 1.81081
17.907 1.81081
17.9651 1.72973
18.0233 1.67568
18.0814 1.56757
18.1395 1.48649
18.1977 1.40541
18.2558 1.37838
18.314 1.37838
18.3721 1.45946
18.4302 1.45946
18.4884 1.56757
18.5465 1.64865
18.6047 1.7027
18.6628 1.75676
