0.227273 1.2381
0.30303 1.33333
0.378788 1.38095
0.454545 1.33333
0.530303 1.28571
0.606061 1.09524
0.681818 1.04762
0.757576 0.904762
0.833333 0.904762
0.909091 0.904762
0.984848 0.857143
1.06061 0.857143
1.13636 0.904762
1.21212 1
1.28788 1
1.36364 1
1.43939 0.952381
1.51515 1
1.59091 0.857143
1.66667 0.809524
1.74242 0.52381
1.81818 0.714286
1.89394 1.14286
1.9697 1.14286
2.04545 0.904762
2.12121 0.714286
2.19697 0.809524
2.27273 0.857143
2.34848 0.904762
2.42424 0.952381
2.5 1
2.57576 1.09524
2.65152 1.19048
2.72727 1.28571
2.80303 1.33333
2.87879 0.571429
2.95455 0.761905
3.0303 0.761905
3.10606 0.761905
3.18182 0.761905
3.25758 0.904762
3.33333 0.857143
3.40909 0.952381
3.48485 0.904762
3.56061 1.04762
3.63636 1.04762
3.71212 1.04762
3.78788 1.09524
3.86364 1
3.93939 0.904762
4.01515 0.857143
4.09091 0.809524
4.16667 0.666667
4.24242 0.857143
4.31818 1.19048
4.39394 1.19048
4.4697 1.09524
4.54545 0.809524
4.62121 0.857143
4.69697 0.904762
4.77273 0.904762
4.84848 0.952381
4.92424 1
5 1.09524
5.07576 1.19048
5.15152 1.28571
5.22727 1.38095
5.30303 1.42857
5.37879 1.38095
5.45455 1.19048
5.5303 1.14286
5.60606 1
5.68182 0.952381
5.75758 0.904762
5.83333 0.904762
5.90909 0.952381
5.98485 0.952381
6.06061 0.952381
6.13636 1.04762
6.21212 1.09524
6.28788 1.09524
6.36364 1
6.43939 0.904762
6.51515 0.904762
6.59091 0.666667
6.66667 0.857143
6.74242 1.19048
6.81818 1.28571
6.89394 1.28571
6.9697 0.809524
7.04545 0.809524
7.12121 0.857143
7.19697 0.904762
7.27273 0.952381
7.34848 1
7.42424 1.09524
7.5 1.19048
7.57576 1.2381
7.65152 1.38095
7.72727 1.47619
7.80303 1.47619
7.87879 1.28571
7.95455 1.2381
8.0303 1.04762
8.10606 1
8.18182 0.904762
8.25758 0.904762
8.33333 0.904762
8.40909 0.904762
8.48485 0.904762
8.56061 1
8.63636 1.04762
8.71212 1.09524
8.78788 1
8.86364 1
8.93939 0.904762
9.01515 0.904762
9.09091 0.619048
9.16667 0.714286
9.24242 1.14286
9.31818 1.2381
9.39394 1.19048
9.4697 0.761905
9.54545 0.809524
9.62121 0.857143
9.69697 0.904762
9.77273 0.904762
9.84848 1
9.92424 1.09524
10 1.19048
10.0758 1.28571
10.1515 1.38095
10.2273 1.47619
10.303 1.47619
10.3788 1.28571
10.4545 1.14286
10.5303 1.09524
10.6061 0.952381
10.6818 0.952381
10.7576 0.952381
10.8333 0.952381
10.9091 0.952381
10.9848 1
11.0606 1
11.1364 1.09524
11.2121 1.09524
11.2879 1
11.3636 1
11.4394 0.952381
11.5152 0.904762
11.5909 0.761905
11.6667 1.19048
11.7424 1.28571
11.8182 1.28571
11.8939 0.904762
11.9697 0.809524
12.0455 0.857143
12.1212 0.904762
12.197 0.952381
12.2727 1
12.3485 1.09524
12.4242 1.09524
12.5 1.19048
12.5758 1.38095
12.6515 1.42857
12.7273 1.47619
12.803 1.38095
12.8788 1.2381
12.9545 1.14286
13.0303 1
13.1061 0.952381
13.1818 0.952381
13.2576 0.952381
13.3333 0.952381
13.4091 1
13.4848 1
13.5606 1.09524
13.6364 1.09524
13.7121 1.09524
13.7879 1
13.8636 0.952381
13.9394 0.904762
14.0152 0.666667
14.0909 1.14286
14.1667 1.28571
14.2424 1.2381
14.3182 1.28571
14.3939 0.666667
14.4697 0.857143
14.5455 0.904762
14.6212 0.952381
14.697 1
14.7727 1.09524
14.8485 1.09524
14.9242 1.19048
15 1.28571
15.0758 1.38095
15.1515 1.47619
15.2273 1.47619
15.303 1.28571
15.3788 1.19048
15.4545 1.09524
15.5303 1
15.6061 0.952381
15.6818 0.952381
15.7576 0.952381
15.8333 1
15.9091 1
15.9848 1.09524
16.0606 1.14286
16.1364 1.09524
16.2121 1
16.2879 1
16.3636 0.904762
16.4394 0.619048
16.5152 0.952381
